DR Number,date_rptd,date_occ,Time Occurred,area,area_name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
211512407,2021-07-28,2021-07-27,1830,15,N Hollywood,1515,997,TRAFFIC COLLISION,3004 3026 4026 3037 3101 3038,32.0,M,O,101.0,STREET,VANOWEN                      ST,RADFORD                      AV,"(34.1939, -118.3922)"
211610007,2021-07-28,2021-05-13,1730,16,Foothill,1638,997,TRAFFIC COLLISION,,41.0,M,O,101.0,STREET,N  TUJUNGA CANYON               BL,FERNGLEN                     AV,"(34.2629, -118.2942)"
211911049,2021-07-19,2021-07-18,2345,19,Mission,1925,997,TRAFFIC COLLISION,3006 3030 3028 3037 3101 4019,40.0,F,H,101.0,STREET,BRADLEY                      AV,DYER                         ST,"(34.2975, -118.4495)"
212012063,2021-07-25,2021-07-24,2210,20,Olympic,2076,997,TRAFFIC COLLISION,3004 3029 4020 3026 3035 3037 3102 3401 3701,44.0,F,H,101.0,STREET,VENICE                       BL,MENLO                        AV,"(34.0436, -118.296)"
210212366,2021-07-24,2021-07-24,1550,2,Rampart,256,997,TRAFFIC COLLISION,3801 0605 3006 3028 3033 3035 3037 3039 3101 4024,,M,H,101.0,STREET,BURLINGTON                   AV,7TH                          ST,"(34.055, -118.2734)"
211512155,2021-07-21,2021-07-21,1315,15,N Hollywood,1591,997,TRAFFIC COLLISION,3103 3011 3028 4026 3034 3037,48.0,M,W,101.0,STREET,WOODHILL CANYON              RD,WOODHILL CANYON              PL,"(34.1382, -118.3971)"
211312667,2021-07-14,2021-07-13,2205,13,Newton,1309,997,TRAFFIC COLLISION,0605 3101 3401 3701 3025 3801 3038 3037 4024,34.0,M,H,101.0,STREET,SANTA FE                     AV,15TH                         ST,"(34.0217, -118.2302)"
211216541,2021-07-27,2021-07-27,245,12,77th Street,1269,997,TRAFFIC COLLISION,3101 3037 4025 3006 3028 3034,99.0,M,W,101.0,STREET,AVALON,84TH,"(33.9619, -118.2651)"
210313545,2021-07-26,2021-07-24,400,3,Southwest,358,997,TRAFFIC COLLISION,3101 3036 3011 3028 3032 4003,36.0,M,H,101.0,STREET,MCCARTHY                     WY,FIGUEROA                     ST,"(34.0215, -118.2868)"
211010329,2021-07-18,2021-07-18,1540,10,West Valley,1025,997,TRAFFIC COLLISION,3101 3602 3004 3028 4026 3034 3037,,X,X,101.0,STREET,LINDLEY                      AV,SHERMAN                      WY,"(34.201, -118.5273)"
210912120,2021-07-26,2021-07-22,1630,9,Van Nuys,941,997,TRAFFIC COLLISION,3102 3011 3028 4026 3032 3034 3037,99.0,M,O,101.0,STREET,OXNARD                       ST,VESPER                       AV,"(34.1794, -118.4504)"
211512325,2021-07-26,2021-07-25,1635,15,N Hollywood,1563,997,TRAFFIC COLLISION,3101 3004 3026 3029 3037 4026,54.0,F,W,101.0,STREET,MOORPARK                     ST,TUJUNGA                      AV,"(34.1504, -118.379)"
210511902,2021-07-27,2021-06-28,2150,5,Harbor,569,997,TRAFFIC COLLISION,4025 3037 3028 3101,16.0,M,B,101.0,STREET,HARBOR                       BL,7TH                          ST,"(33.7377, -118.2798)"
211216599,2021-07-28,2021-07-27,1530,12,77th Street,1233,997,TRAFFIC COLLISION,3101 3037 3002 3028 4025 3030 3032,31.0,M,B,101.0,STREET,61ST                         ST,DENKER                       AV,"(33.9846, -118.3046)"
211512246,2021-07-23,2021-07-23,600,15,N Hollywood,1513,997,TRAFFIC COLLISION,3004 3101 3037 4026 3026 3034,35.0,M,W,101.0,STREET,WHITSETT                     AV,SHERMAN                      WY,"(34.2012, -118.4052)"
211216165,2021-07-21,2021-07-20,1350,12,77th Street,1204,997,TRAFFIC COLLISION,3101 3037 3004 3028 3030 4003,,M,H,101.0,STREET,VERNON,VERMONT,"(34.0037, -118.2916)"
210212043,2021-07-16,2021-07-16,1630,2,Rampart,221,997,TRAFFIC COLLISION,0605 3011 3028 3034 3037 3101 4024 3401 3701,,M,W,101.0,STREET,NORMANDIE                    AV,BEVERLY                      BL,"(34.0763, -118.3004)"
210912251,2021-07-30,2021-07-29,1955,9,Van Nuys,985,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3037 3101,20.0,M,O,101.0,STREET,HAZELTINE                    AV,MOORPARK                     ST,"(34.1505, -118.44)"
210313293,2021-07-21,2021-07-21,1720,3,Southwest,328,997,TRAFFIC COLLISION,4003 3037 3006 3025 3101,62.0,F,H,101.0,STREET,27TH                         ST,FIGUEROA                     ST,"(34.0273, -118.2772)"
211415536,2021-07-25,2021-07-24,2100,14,Pacific,1424,997,TRAFFIC COLLISION,3039 3025 4027 3006 3037 3035 3101 3401 3701,28.0,M,O,101.0,STREET,CENTINELA,WOODBINE,"(34.0122, -118.44)"
210711314,2021-07-27,2021-03-17,1345,7,Wilshire,775,997,TRAFFIC COLLISION,,26.0,F,W,101.0,STREET,MASCOT                       ST,LONGWOOD                     AV,"(34.0409, -118.345)"
210114176,2021-07-27,2021-07-27,1500,1,Central,135,997,TRAFFIC COLLISION,3401 3701 0605 3011 3028 3032 3034 3037 3102 4024,61.0,M,B,108.0,PARKING LOT,MAIN                         ST,3RD                          ST,"(34.0495, -118.2459)"
211010625,2021-07-27,2021-07-22,700,10,West Valley,1011,997,TRAFFIC COLLISION,,57.0,M,O,101.0,STREET,ARIEL                        AV,WYANDOTTE                    ST,"(34.203, -118.5458)"
211111327,2021-07-29,2021-07-29,606,11,Northeast,1148,997,TRAFFIC COLLISION,0605 3006 3028 3030 3101 4024 3401 3701 3037 3033,45.0,M,H,101.0,STREET,AVENUE 49,GRANADA                      ST,"(34.1086, -118.207)"
210114208,2021-05-13,2021-04-14,1,1,Central,185,997,TRAFFIC COLLISION,4024,58.0,M,J,101.0,STREET,E  11TH                         ST,S  SANTEE                       ST,"(34.0378, -118.2561)"
210912192,2021-07-28,2021-07-28,720,9,Van Nuys,946,997,TRAFFIC COLLISION,3101 3004 3028 4026 3030 3034 3037,20.0,M,W,101.0,STREET,OXNARD                       ST,COSTELLO                     AV,"(34.1794, -118.4356)"
211609734,2021-07-18,2021-07-18,2040,16,Foothill,1681,997,TRAFFIC COLLISION,3037 3034 3101 3006 3028 3039 4026,71.0,X,X,101.0,STREET,LAUREL CANYON                BL,PEORIA                       ST,"(34.226, -118.3974)"
210113916,2021-07-23,2021-07-23,258,1,Central,158,997,TRAFFIC COLLISION,3401 3701 3036 3801 3038 0605 3004 3026 3101 4024,52.0,M,B,101.0,STREET,7TH                          ST,SAN PEDRO                    ST,"(34.0395, -118.2405)"
211710923,2021-07-25,2021-07-25,1400,17,Devonshire,1723,997,TRAFFIC COLLISION,3034 3037 3101 3011 3028 4026 3030,45.0,M,W,101.0,STREET,MASON                        AV,VIA GALILEO,"(34.2651, -118.582)"
211911317,2021-07-26,2021-07-25,1750,19,Mission,1912,997,TRAFFIC COLLISION,3101 3034 3006 4026 3033 3037 3028,55.0,M,O,101.0,STREET,FILBERT                      ST,FOOTHILL                     BL,"(34.3197, -118.4838)"
211911091,2021-07-19,2021-07-19,1600,19,Mission,1985,997,TRAFFIC COLLISION,3101 3006 3028 4026 3030 3037,50.0,F,H,101.0,STREET,PARTHENIA                    ST,TYRONE                       AV,"(34.2289, -118.4479)"
211111240,2021-07-09,2021-07-09,1900,11,Northeast,1175,997,TRAFFIC COLLISION,0605 4024 3101 3401 3701 3004 3028 3030,40.0,F,H,108.0,PARKING LOT,STADIUM                      WY,VIN SCULLY                   AV,"(34.0878, -118.2442)"
211010448,2021-07-22,2021-07-21,1955,10,West Valley,1025,997,TRAFFIC COLLISION,3101 3008 3026 4026 3029 3037,29.0,M,H,101.0,STREET,VANOWEN                      ST,CANBY                        AV,"(34.1938, -118.5347)"
211710873,2021-07-22,2021-07-22,1425,17,Devonshire,1782,997,TRAFFIC COLLISION,3011 3101 3028 4026 3030 3034 3037,99.0,M,W,101.0,STREET,NORDHOFF                     ST,QUARTZ                       AV,"(34.232, -118.5647)"
210313762,2021-07-30,2021-07-30,2015,3,Southwest,334,997,TRAFFIC COLLISION,1402,20.0,X,X,101.0,STREET,CRENSHAW                     BL,JEFFERSON                    BL,"(0.0, 0.0)"
211216421,2021-07-25,2021-07-24,1735,12,77th Street,1258,997,TRAFFIC COLLISION,3101 3037 3004 3026 4025 3029,44.0,F,B,101.0,STREET,MAIN                         ST,75TH                         ST,"(33.9721, -118.2739)"
211911048,2021-07-19,2021-07-18,340,19,Mission,1999,997,TRAFFIC COLLISION,4019 3004 3025 3036 3101,57.0,M,H,101.0,STREET,WOODMAN                      AV,LANARK                       ST,"(34.2195, -118.4321)"
211010482,2021-07-22,2021-07-22,2230,10,West Valley,1017,997,TRAFFIC COLLISION,3102 3011 3028 4026 3030 3032 3037,56.0,M,O,101.0,STREET,SATICOY                      ST,LOUISE                       AV,"(34.2084, -118.5098)"
211216354,2021-07-23,2021-07-23,1910,12,77th Street,1255,997,TRAFFIC COLLISION,3101 3037 3039 3006 3028 4025,,F,B,101.0,STREET,73RD                         ST,VERMONT                      AV,"(33.9737, -118.2919)"
211216597,2021-07-28,2021-07-28,50,12,77th Street,1267,997,TRAFFIC COLLISION,3101 4025 3008 3025 3029 3036,29.0,M,H,101.0,STREET,BROADWAY,85TH,"(33.9615, -118.2783)"
211711132,2021-07-31,2021-07-31,15,17,Devonshire,1765,997,TRAFFIC COLLISION,3011 3101 4017 3037 3025 3034,19.0,M,O,101.0,STREET,WILBUR                       AV,MAYALL                       ST,"(34.2536, -118.5448)"
210313447,2021-07-25,2021-07-24,2200,3,Southwest,315,997,TRAFFIC COLLISION,3004 3026 4025 3038 3036,50.0,M,H,101.0,STREET,ADAMS                        BL,ARLINGTON                    AV,"(34.0326, -118.3177)"
210212556,2021-07-29,2021-07-28,2045,2,Rampart,245,997,TRAFFIC COLLISION,0605 3003 3024 3029 3101 4024 3401 3701,53.0,M,B,101.0,STREET,WILSHIRE                     BL,ALVARADO                     ST,"(34.0584, -118.2763)"
210313445,2021-07-25,2021-07-24,2230,3,Southwest,363,997,TRAFFIC COLLISION,3101 3036 3004 3026 3029 4025,25.0,F,H,101.0,STREET,CRENSHAW                     BL,39TH                         ST,"(34.0146, -118.3351)"
211814222,2021-07-26,2021-07-25,1820,18,Southeast,1806,997,TRAFFIC COLLISION,1402 4025 3036 3004 3028 3030 3101,24.0,M,H,101.0,STREET,CENTRAL                      AV,92ND                         ST,"(33.9533, -118.2564)"
212111584,2021-07-19,2021-07-19,1430,21,Topanga,2144,997,TRAFFIC COLLISION,3101 4026 3032 3034 3036 3024 3004,67.0,M,W,101.0,STREET,SHOUP                        AV,SCHOOLCRAFT                  ST,"(34.1965, -118.6146)"
211814263,2021-07-27,2021-07-26,1825,18,Southeast,1837,997,TRAFFIC COLLISION,3003 3027 4025 3034 3602 3601,52.0,M,H,101.0,STREET,WILMINGTON                   AV,108TH                        ST,"(33.9379, -118.239)"
210313606,2021-07-27,2021-07-27,1140,3,Southwest,397,997,TRAFFIC COLLISION,3028 3030 3101 3037 4025 3006,45.0,M,H,101.0,STREET,VERNON                       AV,BUDLONG                      AV,"(34.0037, -118.2959)"
210911897,2021-07-21,2021-07-12,2025,9,Van Nuys,974,997,TRAFFIC COLLISION,3101 3003 3026 4009 3029 3036,47.0,F,W,101.0,STREET,VENTURA                      BL,VAN NUYS                     BL,"(34.1509, -118.4487)"
211814091,2021-07-23,2021-07-23,715,18,Southeast,1844,997,TRAFFIC COLLISION,3101 3036 3004 3026 3029 4025,34.0,F,B,101.0,STREET,IMPERIAL                     HY,WADSWORTH                    AV,"(33.931, -118.2586)"
211010315,2021-07-18,2021-07-18,1435,10,West Valley,1067,997,TRAFFIC COLLISION,3101 3006 3024 4026 3037,45.0,M,W,101.0,STREET,BALBOA                       BL,MAGNOLIA                     BL,"(34.165, -118.5011)"
211710769,2021-07-20,2021-07-20,535,17,Devonshire,1771,997,TRAFFIC COLLISION,3037 3030 3101 3011 3028 4026 3034,,M,O,101.0,STREET,DE SOTO                      AV,PRAIRIE                      ST,"(34.2409, -118.5886)"
210313548,2021-07-26,2021-07-26,1100,3,Southwest,395,997,TRAFFIC COLLISION,3103 3036 3004 3026 4025 3034,44.0,M,O,101.0,STREET,CRENSHAW                     BL,VENICE                       AV,"(34.0073, -118.3108)"
211010393,2021-07-20,2021-07-20,740,10,West Valley,1008,997,TRAFFIC COLLISION,3030 3037 3034 3101 4010 3004 3028,71.0,M,H,101.0,STREET,GLORIA                       ST,SATICOY                      ST,"(34.2085, -118.4793)"
210912035,2021-07-23,2021-07-23,1345,9,Van Nuys,938,997,TRAFFIC COLLISION,3101 3025 3011 4026 3034 3037,20.0,M,H,101.0,STREET,BURBANK                      BL,FULTON                       AV,"(34.1814, -118.4263)"
210313515,2021-07-26,2021-07-25,1850,3,Southwest,356,997,TRAFFIC COLLISION,3037 4025 3101 3011 3028 3030 3006,20.0,M,O,101.0,STREET,WESTERN                      AV,36TH                         PL,"(34.0219, -118.3089)"
211609731,2021-07-18,2021-07-18,1610,16,Foothill,1606,997,TRAFFIC COLLISION,3038 3037 3101 3004 3026 4026,40.0,F,W,101.0,STREET,TERRA BELLA                  ST,ELDRIDGE                     AV,"(34.2821, -118.3857)"
211911264,2021-07-23,2021-07-23,1605,19,Mission,1944,997,TRAFFIC COLLISION,3602 3101 3004 3028 4026 3037,39.0,F,H,101.0,STREET,LAUREL CANYON                BL,CHAMBERLAIN                  ST,"(34.2694, -118.4434)"
211216425,2021-07-25,2021-07-25,150,12,77th Street,1248,997,TRAFFIC COLLISION,3101 3037 3006 3028 3039 4025,,F,H,101.0,STREET,65TH                         ST,VERMONT                      AV,"(33.9805, -118.2916)"
211010668,2021-07-28,2021-07-28,1430,10,West Valley,1012,997,TRAFFIC COLLISION,3101 3006 3028 4026 3037 3039,65.0,M,H,101.0,STREET,SATICOY                      ST,YOLANDA                      AV,"(34.2084, -118.5405)"
211216526,2021-07-26,2021-07-26,1755,12,77th Street,1283,997,TRAFFIC COLLISION,,,M,B,108.0,PARKING LOT,96TH                         ST,WESTERN                      AV,"(33.9487, -118.309)"
211216075,2021-07-20,2021-07-20,15,12,77th Street,1203,997,TRAFFIC COLLISION,3101 3009 3028 3030 3036 4003,55.0,M,H,101.0,STREET,VERNON,WESTERN,"(34.0037, -118.3089)"
210511637,2021-07-19,2021-07-18,1739,5,Harbor,581,997,TRAFFIC COLLISION,4025 3037 3004 3026 3029 3101,34.0,F,W,101.0,STREET,25TH                         ST,ANCHOVY                      ST,"(33.726, -118.321)"
212111892,2021-07-27,2021-07-24,200,21,Topanga,2155,997,TRAFFIC COLLISION,3102 4021 3012 3028 3034 3037,50.0,M,H,101.0,STREET,BELLA VISTA                  LN,DE SOTO                      AV,"(34.1828, -118.6102)"
210114206,2021-07-08,2021-07-08,1754,1,Central,162,997,TRAFFIC COLLISION,4024,28.0,M,W,101.0,STREET,W  9TH                          ST,S  FIGUEROA                     ST,"(34.0462, -118.2628)"
211511981,2021-07-18,2021-07-18,1935,15,N Hollywood,1508,997,TRAFFIC COLLISION,3101 3004 3028 4026 3037 3039,42.0,M,W,101.0,STREET,VINELAND,SATICOY,"(34.2084, -118.3703)"
211512408,2021-07-28,2021-07-27,2000,15,N Hollywood,1512,997,TRAFFIC COLLISION,3004 3026 4026 3029 3036 3101,23.0,M,O,101.0,STREET,SHERMAN                      WY,COLDWATER CANYON             AV,"(34.2012, -118.4138)"
211609918,2021-07-26,2021-07-26,1120,16,Foothill,1608,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3034,37.0,M,H,101.0,STREET,RUGGIERO                     AV,LONGFORD                     ST,"(34.2783, -118.3668)"
211911456,2021-07-29,2021-07-29,1050,19,Mission,1974,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3102,29.0,M,O,101.0,STREET,NORDHOFF                     ST,KESTER                       AV,"(34.2355, -118.4569)"
212111738,2021-07-23,2021-07-23,1700,21,Topanga,2144,997,TRAFFIC COLLISION,3011 3037 3101 3028 4026 3034,46.0,M,W,101.0,STREET,VANOWEN,VICKY,"(34.1937, -118.6212)"
211911162,2021-07-21,2021-07-21,1045,19,Mission,1989,997,TRAFFIC COLLISION,3101 4026 3004 3026 3029 3036,55.0,F,H,101.0,STREET,COLDWATER CANYON             AV,ROSCOE                       BL,"(34.2217, -118.4144)"
211710976,2021-07-27,2021-07-27,905,17,Devonshire,1727,997,TRAFFIC COLLISION,3037 3101 3011 3028 4026 3034,25.0,F,H,101.0,STREET,CHATSWORTH                   ST,TAMPA                        AV,"(34.2663, -118.5553)"
211609789,2021-07-20,2021-07-19,1205,16,Foothill,1651,997,TRAFFIC COLLISION,3004 3026 3029 3036 3101 4016,19.0,M,H,101.0,STREET,REMICK                       AV,OSBORNE                      ST,"(34.2459, -118.4209)"
211010612,2021-07-27,2021-07-27,530,10,West Valley,1049,997,TRAFFIC COLLISION,3101 3030 3011 3028 4026 3034 3037,50.0,M,W,101.0,STREET,WOODLEY                      AV,VICTORY                      BL,"(34.1866, -118.4836)"
210711313,2021-07-27,2021-06-23,1330,7,Wilshire,705,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 3701 4027,51.0,M,W,101.0,STREET,LA BREA                      AV,MELROSE                      AV,"(34.0835, -118.3441)"
210114136,2021-07-27,2021-07-26,1940,1,Central,192,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3036 3101 4024 3701 3401,23.0,M,B,101.0,STREET,OLIVE                        ST,17TH                         ST,"(34.0342, -118.266)"
210613228,2021-07-25,2021-07-25,45,6,Hollywood,643,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 3701 3038 4027,52.0,M,H,101.0,STREET,SUNSET                       BL,FORMOSA                      AV,"(34.098, -118.3468)"
210812089,2021-07-26,2021-07-23,1330,8,West LA,836,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3003 3026 3029 4027,73.0,F,W,108.0,PARKING LOT,SANTA MONICA                 BL,THAYER                       AV,"(34.0556, -118.4269)"
211711014,2021-07-28,2021-07-28,125,17,Devonshire,1753,997,TRAFFIC COLLISION,4026 3011 3028 3032 3034 3037 3039 3101,99.0,M,O,102.0,SIDEWALK,MASON                        AV,LASSEN                       ST,"(34.25, -118.5798)"
210512013,2021-07-29,2021-07-16,850,5,Harbor,507,997,TRAFFIC COLLISION,4025 3030 3101 3004,63.0,M,H,101.0,STREET,1300    PLAZA DEL AMO,,"(33.8206, -118.2996)"
210411014,2021-07-24,2021-07-23,2300,4,Hollenbeck,477,997,TRAFFIC COLLISION,0605 3011 3028 4004 3101 3401 3701 3037 3030 3033,22.0,F,H,101.0,STREET,2400 E  6TH                          ST,,"(34.0372, -118.2132)"
212111644,2021-07-21,2021-06-28,115,21,Topanga,2102,997,TRAFFIC COLLISION,4021 3101 3011 3028 3034 3037,,M,O,101.0,STREET,ROSCOE                       BL,LENA                         AV,"(34.2193, -118.6278)"
210912195,2021-07-28,2021-07-28,1040,9,Van Nuys,964,997,TRAFFIC COLLISION,3102 3004 3028 4026 3032 3034 3037,43.0,F,W,101.0,STREET,VAN NUYS                     BL,HUSTON                       ST,"(34.1594, -118.4487)"
211512107,2021-07-21,2021-07-20,2355,15,N Hollywood,1566,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,99.0,X,X,101.0,STREET,VINELAND                     AV,RIVERSIDE                    BL,"(34.1524, -118.3703)"
211911105,2021-07-19,2021-07-19,2010,19,Mission,1918,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,,M,H,101.0,STREET,FOOTHILL                     BL,GRIDLEY                      AV,"(34.304, -118.4263)"
211512357,2021-07-26,2021-07-24,1930,15,N Hollywood,1512,997,TRAFFIC COLLISION,3101 3037 3006 3028 4026 3030 3032,48.0,M,O,101.0,STREET,VANOWEN                      ST,COLDWATER CANYON             AV,"(34.1939, -118.4138)"
210511995,2021-07-29,2021-07-28,1945,5,Harbor,515,997,TRAFFIC COLLISION,4025 3003 3025 1218 3101 3037,47.0,M,W,101.0,STREET,PACIFIC COAST,AVALON,"(33.7912, -118.2633)"
211512262,2021-07-23,2021-07-23,1640,15,N Hollywood,1583,997,TRAFFIC COLLISION,3037 3101 3004 3028 4026 3039,57.0,M,W,101.0,STREET,LAUREL CANYON                BL,VALLEY SPRING                LN,"(34.1467, -118.3964)"
211010395,2021-07-20,2021-07-20,1020,10,West Valley,1023,997,TRAFFIC COLLISION,3037 3101 3028 4026 3034 3004,24.0,M,H,101.0,STREET,SHERMAN                      WY,WILBUR                       AV,"(34.2011, -118.5447)"
210313489,2021-07-25,2021-07-25,45,3,Southwest,356,997,TRAFFIC COLLISION,3101 3037 3006 3025 4025 3029,73.0,M,W,101.0,STREET,EXPOSITION                   BL,HALLDALE                     AV,"(34.0184, -118.3029)"
211911043,2021-07-18,2021-07-18,1730,19,Mission,1985,997,TRAFFIC COLLISION,3101 3004 3025 4026 3029 3036,34.0,F,H,101.0,STREET,VAN NUYS                     BL,RAYEN                        ST,"(34.2317, -118.4502)"
211010736,2021-07-30,2021-07-30,330,10,West Valley,1009,997,TRAFFIC COLLISION,3101 4010 3011 3028 3034 3037,,M,O,101.0,STREET,ROSCOE                       BL,WOODLEY                      PL,"(34.2213, -118.4852)"
211111242,2021-07-27,2021-07-27,830,11,Northeast,1132,997,TRAFFIC COLLISION,4024 3004 3028 3034 0605 3101 3401 3701,36.0,M,H,101.0,STREET,LOS FELIZ                    BL,GRIFFITH PARK                BL,"(34.1144, -118.2759)"
210313696,2021-07-29,2021-07-16,945,3,Southwest,398,997,TRAFFIC COLLISION,4025 3030 3101 3004,22.0,M,H,101.0,STREET,700 W  42ND                         ST,,"(34.0071, -118.2842)"
210212157,2021-07-19,2021-07-19,1745,2,Rampart,292,997,TRAFFIC COLLISION,3034 3101 3401 3701 4027 3037 3004 3028,20.0,,,101.0,STREET,WASHINGTON                   BL,HOOVER                       ST,"(34.0399, -118.2841)"
211609810,2021-07-21,2021-07-21,1120,16,Foothill,1675,997,TRAFFIC COLLISION,3101 4026 3006 3028 3030 3032 3037,35.0,M,W,101.0,STREET,TUXFORD                      ST,NORRIS                       AV,"(34.2317, -118.3753)"
211911288,2021-07-24,2021-07-23,1100,19,Mission,1918,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,20.0,M,W,101.0,STREET,FOOTHILL                     BL,MACLAY                       ST,"(34.2988, -118.4209)"
210114009,2021-07-25,2021-07-24,2105,1,Central,182,997,TRAFFIC COLLISION,0605 3401 3701 3004 3026 3033 3035 3037 3101 4024,34.0,M,B,101.0,STREET,PICO,MARGO,"(34.0386, -118.2638)"
211814097,2021-07-23,2021-07-23,1515,18,Southeast,1841,997,TRAFFIC COLLISION,3101 3004 3025 4025 3029 3035 3037,20.0,F,B,101.0,STREET,FIGUEROA                     ST,111TH                        PL,"(33.9348, -118.2826)"
211010526,2021-07-24,2021-07-24,1230,10,West Valley,1079,997,TRAFFIC COLLISION,3101 3004 3025 4026 3034 3036,64.0,F,W,101.0,STREET,VENTURA                      BL,HASKELL                      AV,"(34.1551, -118.4742)"
211609519,2021-07-11,2021-07-09,1000,16,Foothill,1643,997,TRAFFIC COLLISION,3003 3026 4026 3029 3036 3101,58.0,M,B,101.0,STREET,VAN NUYS                     BL,SAN FERNANDO                 RD,"(34.2662, -118.4219)"
212012097,2021-07-26,2021-07-17,1630,20,Olympic,2016,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 4027,47.0,M,W,101.0,STREET,3RD                          ST,NORMANDIE                    AV,"(34.069, -118.3004)"
211710824,2021-07-21,2021-07-21,1050,17,Devonshire,1761,997,TRAFFIC COLLISION,3037 3030 3101 3011 3028 4026 3034,64.0,M,W,101.0,STREET,TOPANGA CANYON               BL,MARILLA                      ST,"(34.2477, -118.6063)"
211911315,2021-07-26,2021-07-26,115,19,Mission,1987,997,TRAFFIC COLLISION,3028 4026 3039 3006 3037 3101,46.0,F,F,101.0,STREET,ROSCOE                       BL,RANCHITO                     AV,"(34.2216, -118.4366)"
210411033,2021-07-25,2021-07-24,1840,4,Hollenbeck,454,997,TRAFFIC COLLISION,3101 3401 3701 3004 3036 3801 0605 3038 4024 3026,33.0,M,H,101.0,STREET,BOYLE,4TH,"(34.0437, -118.2197)"
211216358,2021-07-24,2021-07-23,2220,12,77th Street,1283,997,TRAFFIC COLLISION,3003 3024 4025 3101,55.0,M,B,101.0,STREET,WESTERN                      AV,CENTURY                      BL,"(33.9455, -118.309)"
212111702,2021-07-23,2021-07-22,1650,21,Topanga,2146,997,TRAFFIC COLLISION,3602 3038 3101 3004 3026 4026 3029 3037,43.0,F,B,101.0,STREET,SHERMAN                      WY,REMMET                       AV,"(34.201, -118.6003)"
211609880,2021-07-23,2021-07-23,1545,16,Foothill,1664,997,TRAFFIC COLLISION,3037 3101 3011 3028 4026 3034,21.0,M,W,101.0,STREET,SHELDON                      ST,GLENOAKS                     BL,"(34.2464, -118.3839)"
211609456,2021-07-09,2021-07-08,2350,16,Foothill,1656,997,TRAFFIC COLLISION,3101 3006 3030 3028 4026 3037,24.0,M,O,101.0,STREET,WHITEGATE                    AV,SUMMITROSE                   ST,"(34.2549, -118.3195)"
211511658,2021-07-10,2021-07-10,2010,15,N Hollywood,1512,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,,M,H,101.0,STREET,COLDWATER CANYON             AV,SHERMAN                      WY,"(34.2012, -118.4138)"
211010601,2021-07-26,2021-07-26,1355,10,West Valley,1033,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3101,50.0,F,W,101.0,STREET,ERWIN                        ST,WILBUR                       AV,"(34.1839, -118.5447)"
210511783,2021-07-24,2021-07-23,1735,5,Harbor,551,997,TRAFFIC COLLISION,3101 3036 3004 3034 4025,70.0,M,H,101.0,STREET,BANDINI,SEPULVEDA,"(33.7457, -118.2989)"
211216335,2021-07-23,2021-07-23,1340,12,77th Street,1268,997,TRAFFIC COLLISION,3101 3036 3004 3026 3034 4025,30.0,M,B,101.0,STREET,MAIN                         ST,83RD                         ST,"(33.9642, -118.2739)"
210912154,2021-07-27,2021-07-24,1100,9,Van Nuys,961,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,20.0,F,W,101.0,STREET,SEPULVEDA                    BL,VENTURA                      FY,"(34.1605, -118.4644)"
210313516,2021-07-26,2021-07-24,200,3,Southwest,313,997,TRAFFIC COLLISION,3004 3025 3029 4003 3101 3037,47.0,F,B,101.0,STREET,ADAMS,MONT CLAIR,"(34.0326, -118.3319)"
211216435,2021-07-25,2021-07-25,240,12,77th Street,1249,997,TRAFFIC COLLISION,3030 4014 3036 3004 3028 3101,22.0,M,H,101.0,STREET,FIGUEROA                     ST,69TH                         ST,"(33.9774, -118.2827)"
211911336,2021-07-26,2021-07-03,1051,19,Mission,1993,997,TRAFFIC COLLISION,,22.0,M,H,101.0,STREET,ROSCOE                       BL,COLUMBUS                     AV,"(34.2214, -118.4655)"
210212519,2021-07-28,2021-07-27,1910,2,Rampart,266,997,TRAFFIC COLLISION,0605 3003 3038 3101 4024 3025 3801 3013 3401,36.0,F,H,101.0,STREET,UNION                        AV,8TH                          ST,"(34.0527, -118.2719)"
212111895,2021-07-27,2021-07-27,1930,21,Topanga,2146,997,TRAFFIC COLLISION,3101 3004 3025 3037 3039 4026,29.0,M,O,101.0,STREET,VANOWEN                      ST,JORDAN                       AV,"(34.1937, -118.6029)"
211216209,2021-07-21,2021-07-20,830,12,77th Street,1207,997,TRAFFIC COLLISION,3101 3008 3026 3029 3036 4012,60.0,M,H,101.0,STREET,HOOVER                       ST,48TH                         ST,"(33.9996, -118.2871)"
